Mod:Item:MetaData, Localized Name
mekores:mekanismore:188, Dirty Lemurite Dust
mekores:mekanismore:189, Lemurite Dust
mekores:mekanismore:190, Manganese Crystal
mekores:mekanismore:191, Manganese Shard
mekores:mekanismore:192, Manganese Clump
mekores:mekanismore:193, Dirty Manganese Dust
mekores:mekanismore:194, Manganese Dust
mekores:mekanismore:195, Meutoite Crystal
mekores:mekanismore:196, Meutoite Shard
mekores:mekanismore:197, Meutoite Clump
mekores:mekanismore:198, Dirty Meutoite Dust
mekores:mekanismore:199, Meutoite Dust
mekores:mekanismore:200, Midasium Crystal
mekores:mekanismore:201, Midasium Shard
mekores:mekanismore:202, Midasium Clump
mekores:mekanismore:203, Dirty Midasium Dust
mekores:mekanismore:204, Midasium Dust
mekores:mekanismore:205, Orichalcum Crystal
mekores:mekanismore:206, Orichalcum Shard
mekores:mekanismore:207, Orichalcum Clump
mekores:mekanismore:208, Dirty Orichalcum Dust
mekores:mekanismore:209, Orichalcum Dust
mekores:mekanismore:210, Oureclase Crystal
mekores:mekanismore:211, Oureclase Shard
mekores:mekanismore:212, Oureclase Clump
mekores:mekanismore:213, Dirty Oureclase Dust
mekores:mekanismore:214, Oureclase Dust
mekores:mekanismore:215, Prometheum Crystal
mekores:mekanismore:216, Prometheum Shard
mekores:mekanismore:217, Prometheum Clump
mekores:mekanismore:218, Dirty Prometheum Dust
mekores:mekanismore:219, Prometheum Dust
mekores:mekanismore:220, Rubracium Crystal
mekores:mekanismore:221, Rubracium Shard
mekores:mekanismore:222, Rubracium Clump
mekores:mekanismore:223, Dirty Rubracium Dust
mekores:mekanismore:224, Rubracium Dust
mekores:mekanismore:225, Sanguinite Crystal
mekores:mekanismore:226, Sanguinite Shard
mekores:mekanismore:227, Sanguinite Clump
mekores:mekanismore:228, Dirty Sanguinite Dust
mekores:mekanismore:229, Sanguinite Dust
mekores:mekanismore:230, Shadow Iron Crystal
mekores:mekanismore:231, Shadow Iron Shard
mekores:mekanismore:232, Shadow Iron Clump
mekores:mekanismore:233, Dirty Shadow Iron Dust
mekores:mekanismore:234, Shadow Iron Dust
mekores:mekanismore:235, Vulcanite Crystal
mekores:mekanismore:236, Vulcanite Shard
mekores:mekanismore:237, Vulcanite Clump
mekores:mekanismore:238, Dirty Vulcanite Dust
mekores:mekanismore:239, Vulcanite Dust
mekores:mekanismore:240, Vyroxeres Crystal
mekores:mekanismore:241, Vyroxeres Shard
mekores:mekanismore:242, Vyroxeres Clump
mekores:mekanismore:243, Dirty Vyroxeres Dust
mekores:mekanismore:244, Vyroxeres Dust
mekores:mekanismore:245, Tiberium Crystal
mekores:mekanismore:246, Tiberium Shard
mekores:mekanismore:247, Tiberium Clump
mekores:mekanismore:248, Dirty Tiberium Dust
mekores:mekanismore:249, Tiberium Dust
mekores:mekanismore:250, Aurorium Crystal
mekores:mekanismore:251, Aurorium Shard
mekores:mekanismore:252, Aurorium Clump
mekores:mekanismore:253, Dirty Aurorium Dust
mekores:mekanismore:254, Aurorium Dust
mekores:mekanismore:255, Duranite Crystal
mekores:mekanismore:256, Duranite Shard
mekores:mekanismore:257, Duranite Clump
mekores:mekanismore:258, Dirty Duranite Dust
mekores:mekanismore:259, Duranite Dust
mekores:mekanismore:260, Valyrium Crystal
mekores:mekanismore:261, Valyrium Shard
mekores:mekanismore:262, Valyrium Clump
mekores:mekanismore:263, Dirty Valyrium Dust
mekores:mekanismore:264, Valyrium Dust
mekores:mekanismore:265, Vibranium Crystal
mekores:mekanismore:266, Vibranium Shard
mekores:mekanismore:267, Vibranium Clump
mekores:mekanismore:268, Dirty Vibranium Dust
mekores:mekanismore:269, Vibranium Dust
mekores:mekanismore:270, Karmesine Crystal
mekores:mekanismore:271, Karmesine Shard
mekores:mekanismore:272, Karmesine Clump
mekores:mekanismore:273, Dirty Karmesine Dust
mekores:mekanismore:274, Karmesine Dust
mekores:mekanismore:275, Ovium Crystal
mekores:mekanismore:276, Ovium Shard
mekores:mekanismore:277, Ovium Clump
mekores:mekanismore:278, Dirty Ovium Dust
mekores:mekanismore:279, Ovium Dust
mekores:mekanismore:280, Jauxum Crystal
mekores:mekanismore:281, Jauxum Shard
mekores:mekanismore:282, Jauxum Clump
mekores:mekanismore:283, Dirty Jauxum Dust
mekores:mekanismore:284, Jauxum Dust
mekores:mekanismore:285, Uru Crystal
mekores:mekanismore:286, Uru Shard
mekores:mekanismore:287, Uru Clump
mekores:mekanismore:288, Dirty Uru Dust
mekores:mekanismore:289, Uru Dust
mekores:mekanismore:290, Osram Crystal
mekores:mekanismore:291, Osram Shard
mekores:mekanismore:292, Osram Clump
mekores:mekanismore:293, Dirty Osram Dust
mekores:mekanismore:294, Osram Dust
mekores:mekanismore:295, Eezo Crystal
mekores:mekanismore:296, Eezo Shard
mekores:mekanismore:297, Eezo Clump
mekores:mekanismore:298, Dirty Eezo Dust
mekores:mekanismore:299, Eezo Dust
mekores:mekanismore:300, Abyssum Crystal
mekores:mekanismore:301, Abyssum Shard
mekores:mekanismore:302, Abyssum Clump
mekores:mekanismore:303, Dirty Abyssum Dust
mekores:mekanismore:304, Abyssum Dust
mekores:mekanismore:305, Vanadium Crystal
mekores:mekanismore:306, Vanadium Shard
mekores:mekanismore:307, Vanadium Clump
mekores:mekanismore:308, Dirty Vanadium Dust
mekores:mekanismore:309, Vanadium Dust
mekores:mekanismore:310, Baronyte Crystal
mekores:mekanismore:311, Baronyte Shard
mekores:mekanismore:312, Baronyte Clump
mekores:mekanismore:313, Dirty Baronyte Dust
mekores:mekanismore:314, Baronyte Dust
mekores:mekanismore:315, Blazium Crystal
mekores:mekanismore:316, Blazium Shard
mekores:mekanismore:317, Blazium Clump
mekores:mekanismore:318, Dirty Blazium Dust
mekores:mekanismore:319, Blazium Dust
mekores:mekanismore:320, Elecanium Crystal
mekores:mekanismore:321, Elecanium Shard
mekores:mekanismore:322, Elecanium Clump
mekores:mekanismore:323, Dirty Elecanium Dust
mekores:mekanismore:324, Elecanium Dust
mekores:mekanismore:325, Emberstone Crystal
mekores:mekanismore:326, Emberstone Shard
mekores:mekanismore:327, Emberstone Clump
mekores:mekanismore:328, Dirty Emberstone Dust
mekores:mekanismore:329, Emberstone Dust
mekores:mekanismore:330, Ghastly Crystal
mekores:mekanismore:331, Ghastly Shard
mekores:mekanismore:332, Ghastly Clump
mekores:mekanismore:333, Dirty Ghastly Dust
mekores:mekanismore:334, Ghastly Dust
mekores:mekanismore:335, Ghoulish Crystal
mekores:mekanismore:336, Ghoulish Shard
mekores:mekanismore:337, Ghoulish Clump
mekores:mekanismore:338, Dirty Ghoulish Dust
mekores:mekanismore:339, Ghoulish Dust
mekores:mekanismore:340, Limonite Crystal
mekores:mekanismore:341, Limonite Shard
mekores:mekanismore:342, Limonite Clump
mekores:mekanismore:343, Dirty Limonite Dust
mekores:mekanismore:344, Limonite Dust
mekores:mekanismore:345, Lyon Crystal
mekores:mekanismore:346, Lyon Shard
mekores:mekanismore:347, Lyon Clump
mekores:mekanismore:348, Dirty Lyon Dust
mekores:mekanismore:349, Lyon Dust
mekores:mekanismore:350, Mystite Crystal
mekores:mekanismore:351, Mystite Shard
mekores:mekanismore:352, Mystite Clump
mekores:mekanismore:353, Dirty Mystite Dust
mekores:mekanismore:354, Mystite Dust
mekores:mekanismore:355, Rosite Crystal
mekores:mekanismore:356, Rosite Shard
mekores:mekanismore:357, Rosite Clump
mekores:mekanismore:358, Dirty Rosite Dust
mekores:mekanismore:359, Rosite Dust
mekores:mekanismore:360, Shyrestone Crystal
mekores:mekanismore:361, Shyrestone Shard
mekores:mekanismore:362, Shyrestone Clump
mekores:mekanismore:363, Dirty Shyrestone Dust
mekores:mekanismore:364, Shyrestone Dust
mekores:mekanismore:365, Varsium Crystal
mekores:mekanismore:366, Varsium Shard
mekores:mekanismore:367, Varsium Clump
mekores:mekanismore:368, Dirty Varsium Dust
mekores:mekanismore:369, Varsium Dust
mekores:mekanismore:370, Tritanium Crystal
mekores:mekanismore:371, Tritanium Shard
mekores:mekanismore:372, Tritanium Clump
mekores:mekanismore:373, Dirty Tritanium Dust
mekores:mekanismore:374, Tritanium Dust
mekores:mekanismore:375, Lutetium Crystal
mekores:mekanismore:376, Lutetium Shard
mekores:mekanismore:377, Lutetium Clump
mekores:mekanismore:378, Dirty Lutetium Dust
mekores:mekanismore:379, Lutetium Dust
omlib:debug_tool, Debug Tool
omlib:fake_sword, item.fake_sword.name
omlib:multi_tool, item.multi_tool.name
omlib:network_cable, tile.network_cable.name
openmodularturrets:intermediate_tiered:0, Sensor (Tier 1)
openmodularturrets:intermediate_tiered:1, Sensor (Tier 2)
openmodularturrets:intermediate_tiered:2, Sensor (Tier 3)
openmodularturrets:intermediate_tiered:3, Sensor (Tier 4)
openmodularturrets:intermediate_tiered:4, Sensor (Tier 5)
openmodularturrets:intermediate_tiered:5, Chamber (Tier 1)
openmodularturrets:intermediate_tiered:6, Chamber (Tier 2)
openmodularturrets:intermediate_tiered:7, Chamber (Tier 3)
openmodularturrets:intermediate_tiered:8, Chamber (Tier 4)
openmodularturrets:intermediate_tiered:9, Chamber (Tier 5)
openmodularturrets:intermediate_tiered:10, Barrel (Tier 1)
openmodularturrets:intermediate_tiered:11, Barrel (Tier 2)
openmodularturrets:intermediate_tiered:12, Barrel (Tier 3)
openmodularturrets:intermediate_tiered:13, Barrel (Tier 4)
openmodularturrets:intermediate_tiered:14, Barrel (Tier 5)
openmodularturrets:intermediate_regular:0, IO Bus
openmodularturrets:addon_meta:0, Addon - Turret Concealer
openmodularturrets:addon_meta:1, Addon - Damage Boost
openmodularturrets:addon_meta:2, Addon - Potentia Converter
openmodularturrets:addon_meta:3, Addon - Recycler
openmodularturrets:addon_meta:4, Addon - Redstone Reactor
openmodularturrets:addon_meta:5, Addon - Serial Port
openmodularturrets:addon_meta:6, Addon - Solar Panel
openmodularturrets:addon_meta:7, Addon - Fake Drops
openmodularturrets:upgrade_meta:0, Upgrade - Accuracy
openmodularturrets:upgrade_meta:1, Upgrade - Efficiency
openmodularturrets:upgrade_meta:2, Upgrade - Fire Rate
openmodularturrets:upgrade_meta:3, Upgrade - Range
openmodularturrets:upgrade_meta:4, Upgrade - Scatter Shot
openmodularturrets:ammo_meta:0, Ammo - Blazing Clay
openmodularturrets:ammo_meta:1, Ammo - Bullet
openmodularturrets:ammo_meta:2, Ammo - Ferro-Magnetic Slug
openmodularturrets:ammo_meta:3, Ammo - Grenade
openmodularturrets:ammo_meta:4, Ammo - Rocket
openmodularturrets:usable_meta:0, Throwable Bullet
openmodularturrets:usable_meta:1, Throwable Grenade
openmodularturrets:usable_meta:2, Turret Memory Card
openmodularturrets:turret_base:0, Turret Base (Tier 1)
openmodularturrets:turret_base:1, Turret Base (Tier 2)
openmodularturrets:turret_base:2, Turret Base (Tier 3)
openmodularturrets:turret_base:3, Turret Base (Tier 4)
openmodularturrets:turret_base:4, Turret Base (Tier 5)
openmodularturrets:expander:0, Base Inventory Expander (Tier 1)
openmodularturrets:expander:1, Base Inventory Expander (Tier 2)
openmodularturrets:expander:2, Base Inventory Expander (Tier 3)
openmodularturrets:expander:3, Base Inventory Expander (Tier 4)
openmodularturrets:expander:4, Base Inventory Expander (Tier 5)
openmodularturrets:expander:5, Base Power Expander (Tier 1)
openmodularturrets:expander:6, Base Power Expander (Tier 2)
openmodularturrets:expander:7, Base Power Expander (Tier 3)
openmodularturrets:expander:8, Base Power Expander (Tier 4)
openmodularturrets:expander:9, Base Power Expander (Tier 5)
openmodularturrets:base_addon:0, Base Addon - Loot Deleter
openmodularturrets:disposable_item_turret, Disposable Item Turret
openmodularturrets:potato_cannon_turret, Potato Cannon Turret
openmodularturrets:machine_gun_turret, Gun Turret
openmodularturrets:incendiary_turret, Incendiary Turret
openmodularturrets:grenade_turret, Grenade Launcher Turret
openmodularturrets:relativistic_turret, Relativistic Turret
openmodularturrets:rocket_turret, Rocket Launcher Turret
openmodularturrets:teleporter_turret, Teleporter Turret
openmodularturrets:laser_turret, Laser Turret
openmodularturrets:rail_gun_turret, Rail Gun Turret
openmodularturrets:lever_block, Basic Turret Base Crank
plustic:centrifuge:0, Centrifuge Tank
plustic:centrifuge:1, Centrifuge Core
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
usefulbackpacks:backpack:0, Small Backpack
usefulbackpacks:backpack:1, Medium Backpack
usefulbackpacks:backpack:2, Large Backpack
zettaindustries:variableredstoneemitter, Variable Redstone Emitter
zettaindustries:sulfurousacid, tile.sulfurousacid.name
zettaindustries:batterycomputerport, Battery Computer Port
zettaindustries:batterycontroller, Battery Controller
zettaindustries:batteryelectrode, Battery Electrode
zettaindustries:batteryglass, Battery Glass
zettaindustries:batterypowertap,  Battery Power Tap
zettaindustries:batterywall, Battery Wall
zettaindustries:blockgraphite, Block of Graphite
zettaindustries:sulfurblock, Block of Sulfur
zettaindustries:ecatalogue, E-Catalogue
zettaindustries:mailmanupgrade, Mailman Upgrade
zettaindustries:rfmeterblock, FU Meter
zettaindustries:nfcprogrammer, NFC Programmer
zettaindustries:nfcreader, NFC Reader
zettaindustries:itemcardnfc, NFC Card
zettaindustries:itemprivatecardnfc, Private NFC Card
zettaindustries:smartcard, Smart Card [WIP]
zettaindustries:smartcardterminal, Smart Card Terminal [WIP]
zettaindustries:smartcardterminalblock, Smart Card Terminal [WIP]
zettaindustries:quarryfixer, Quarry Fixer
zettaindustries:charcoalblock, Block of Charcoal
zettaindustries:logo, Zetta Industries
forestry:crated.forestry.peat.0, item.crated.forestry.peat.0.name
forestry:crated.forestry.apatite.0, item.crated.forestry.apatite.0.name
forestry:crated.forestry.fertilizer_compound.0, item.crated.forestry.fertilizer_compound.0.name
forestry:crated.forestry.mulch.0, item.crated.forestry.mulch.0.name
forestry:crated.forestry.phosphor.0, item.crated.forestry.phosphor.0.name
forestry:crated.forestry.ash.0, item.crated.forestry.ash.0.name
forestry:crated.ingottin, item.crated.ingotTin.name
forestry:crated.ingotcopper, item.crated.ingotCopper.name
forestry:crated.ingotbronze, item.crated.ingotBronze.name
forestry:crated.forestry.humus.0, item.crated.forestry.humus.0.name
forestry:crated.forestry.bog_earth.0, item.crated.forestry.bog_earth.0.name
forestry:crated.cropwheat, item.crated.cropWheat.name
forestry:crated.minecraft.cookie.0, item.crated.minecraft.cookie.0.name
forestry:crated.dustredstone, item.crated.dustRedstone.name
forestry:crated.minecraft.dye.4, item.crated.minecraft.dye.4.name
forestry:crated.sugarcane, item.crated.sugarcane.name
forestry:crated.minecraft.clay_ball.0, item.crated.minecraft.clay_ball.0.name
forestry:crated.dustglowstone, item.crated.dustGlowstone.name
forestry:crated.minecraft.apple.0, item.crated.minecraft.apple.0.name
forestry:crated.minecraft.nether_wart.0, item.crated.minecraft.nether_wart.0.name
forestry:crated.minecraft.coal.1, item.crated.minecraft.coal.1.name
forestry:crated.minecraft.coal.0, item.crated.minecraft.coal.0.name
forestry:crated.minecraft.wheat_seeds.0, item.crated.minecraft.wheat_seeds.0.name
forestry:crated.croppotato, item.crated.cropPotato.name
forestry:crated.cropcarrot, item.crated.cropCarrot.name
forestry:crated.minecraft.log.0, item.crated.minecraft.log.0.name
forestry:crated.minecraft.log.1, item.crated.minecraft.log.1.name
forestry:crated.minecraft.log.2, item.crated.minecraft.log.2.name
forestry:crated.minecraft.log.3, item.crated.minecraft.log.3.name
forestry:crated.minecraft.log2.0, item.crated.minecraft.log2.0.name
forestry:crated.minecraft.log2.1, item.crated.minecraft.log2.1.name
forestry:crated.cobblestone, item.crated.cobblestone.name
forestry:crated.dirt, item.crated.dirt.name
forestry:crated.minecraft.dirt.2, item.crated.minecraft.dirt.2.name
forestry:crated.stone, item.crated.stone.name
forestry:crated.stonegranite, item.crated.stoneGranite.name
forestry:crated.stonediorite, item.crated.stoneDiorite.name
forestry:crated.stoneandesite, item.crated.stoneAndesite.name
forestry:crated.blockprismarine, item.crated.blockPrismarine.name
forestry:crated.blockprismarinebrick, item.crated.blockPrismarineBrick.name
forestry:crated.blockprismarinedark, item.crated.blockPrismarineDark.name
forestry:crated.minecraft.brick_block.0, item.crated.minecraft.brick_block.0.name
forestry:crated.blockcactus, item.crated.blockCactus.name
forestry:crated.minecraft.sand.0, item.crated.minecraft.sand.0.name
forestry:crated.minecraft.sand.1, item.crated.minecraft.sand.1.name
forestry:crated.obsidian, item.crated.obsidian.name
forestry:crated.netherrack, item.crated.netherrack.name
forestry:crated.minecraft.soul_sand.0, item.crated.minecraft.soul_sand.0.name
forestry:crated.minecraft.sandstone.0, item.crated.minecraft.sandstone.0.name
forestry:crated.minecraft.nether_brick.0, item.crated.minecraft.nether_brick.0.name
forestry:crated.minecraft.mycelium.0, item.crated.minecraft.mycelium.0.name
forestry:crated.gravel, item.crated.gravel.name
forestry:crated.minecraft.sapling.0, item.crated.minecraft.sapling.0.name
forestry:crated.minecraft.sapling.1, item.crated.minecraft.sapling.1.name
forestry:crated.minecraft.sapling.2, item.crated.minecraft.sapling.2.name
forestry:crated.minecraft.sapling.3, item.crated.minecraft.sapling.3.name
forestry:crated.minecraft.sapling.4, item.crated.minecraft.sapling.4.name
forestry:crated.minecraft.sapling.5, item.crated.minecraft.sapling.5.name
